1000
5
1.320483
1.0107 1.1608 1.0858 1.0204 0.80598
1.0229 1.1671 1.0693 1.0012 0.76983
1.045 1.161 1.0567 0.97249 0.74101
1.0757 1.146 1.0474 0.93495 0.72052
1.1101 1.1263 1.0401 0.89187 0.70847
1.1407 1.1053 1.0322 0.8476 0.70411
1.1608 1.0858 1.0204 0.80598 0.70598
1.1671 1.0693 1.0012 0.76983 0.71233
1.161 1.0567 0.97249 0.74101 0.72153
1.146 1.0474 0.93495 0.72052 0.73263
1.1263 1.0401 0.89187 0.70847 0.74569
1.1053 1.0322 0.8476 0.70411 0.76206
1.0858 1.0204 0.80598 0.70598 0.78426
1.0693 1.0012 0.76983 0.71233 0.815
1.0567 0.97249 0.74101 0.72153 0.85525
1.0474 0.93495 0.72052 0.73263 0.90261
1.0401 0.89187 0.70847 0.74569 0.95212
1.0322 0.8476 0.70411 0.76206 0.99901
1.0204 0.80598 0.70598 0.78426 1.0405
1.0012 0.76983 0.71233 0.815 1.0758
0.97249 0.74101 0.72153 0.85525 1.1056
0.93495 0.72052 0.73263 0.90261 1.131
0.89187 0.70847 0.74569 0.95212 1.1535
0.8476 0.70411 0.76206 0.99901 1.1741
0.80598 0.70598 0.78426 1.0405 1.1935
0.76983 0.71233 0.815 1.0758 1.2122
0.74101 0.72153 0.85525 1.1056 1.2304
0.72052 0.73263 0.90261 1.131 1.248
0.70847 0.74569 0.95212 1.1535 1.2653
0.70411 0.76206 0.99901 1.1741 1.2821
0.70598 0.78426 1.0405 1.1935 1.2974
0.71233 0.815 1.0758 1.2122 1.3086
0.72153 0.85525 1.1056 1.2304 1.3105
0.73263 0.90261 1.131 1.248 1.2981
0.74569 0.95212 1.1535 1.2653 1.2701
0.76206 0.99901 1.1741 1.2821 1.2289
0.78426 1.0405 1.1935 1.2974 1.1785
0.815 1.0758 1.2122 1.3086 1.1228
0.85525 1.1056 1.2304 1.3105 1.0646
0.90261 1.131 1.248 1.2981 1.0057
0.95212 1.1535 1.2653 1.2701 0.94742
0.99901 1.1741 1.2821 1.2289 0.89034
1.0405 1.1935 1.2974 1.1785 0.835
1.0758 1.2122 1.3086 1.1228 0.78171
1.1056 1.2304 1.3105 1.0646 0.73068
1.131 1.248 1.2981 1.0057 0.68205
1.1535 1.2653 1.2701 0.94742 0.63592
1.1741 1.2821 1.2289 0.89034 0.59241
1.1935 1.2974 1.1785 0.835 0.55188
1.2122 1.3086 1.1228 0.78171 0.51501
1.2304 1.3105 1.0646 0.73068 0.48293
1.248 1.2981 1.0057 0.68205 0.45724
1.2653 1.2701 0.94742 0.63592 0.44014
1.2821 1.2289 0.89034 0.59241 0.43462
1.2974 1.1785 0.835 0.55188 0.44433
1.3086 1.1228 0.78171 0.51501 0.47264
1.3105 1.0646 0.73068 0.48293 0.52063
1.2981 1.0057 0.68205 0.45724 0.58502
1.2701 0.94742 0.63592 0.44014 0.65841
1.2289 0.89034 0.59241 0.43462 0.73219
1.1785 0.835 0.55188 0.44433 0.79961
1.1228 0.78171 0.51501 0.47264 0.85681
1.0646 0.73068 0.48293 0.52063 0.90231
1.0057 0.68205 0.45724 0.58502 0.93618
0.94742 0.63592 0.44014 0.65841 0.95925
0.89034 0.59241 0.43462 0.73219 0.97272
0.835 0.55188 0.44433 0.79961 0.97805
0.78171 0.51501 0.47264 0.85681 0.97683
0.73068 0.48293 0.52063 0.90231 0.97086
0.68205 0.45724 0.58502 0.93618 0.96222
0.63592 0.44014 0.65841 0.95925 0.95335
0.59241 0.43462 0.73219 0.97272 0.94717
0.55188 0.44433 0.79961 0.97805 0.94694
0.51501 0.47264 0.85681 0.97683 0.95577
0.48293 0.52063 0.90231 0.97086 0.97564
0.45724 0.58502 0.93618 0.96222 1.0062
0.44014 0.65841 0.95925 0.95335 1.0439
0.43462 0.73219 0.97272 0.94717 1.0821
0.44433 0.79961 0.97805 0.94694 1.1135
0.47264 0.85681 0.97683 0.95577 1.134
0.52063 0.90231 0.97086 0.97564 1.1436
0.58502 0.93618 0.96222 1.0062 1.1447
0.65841 0.95925 0.95335 1.0439 1.1411
0.73219 0.97272 0.94717 1.0821 1.1359
0.79961 0.97805 0.94694 1.1135 1.1316
0.85681 0.97683 0.95577 1.134 1.1298
0.90231 0.97086 0.97564 1.1436 1.1313
0.93618 0.96222 1.0062 1.1447 1.1356
0.95925 0.95335 1.0439 1.1411 1.1416
0.97272 0.94717 1.0821 1.1359 1.147
0.97805 0.94694 1.1135 1.1316 1.1491
0.97683 0.95577 1.134 1.1298 1.144
0.97086 0.97564 1.1436 1.1313 1.1279
0.96222 1.0062 1.1447 1.1356 1.0989
0.95335 1.0439 1.1411 1.1416 1.0586
0.94717 1.0821 1.1359 1.147 1.0118
0.94694 1.1135 1.1316 1.1491 0.96331
0.95577 1.134 1.1298 1.144 0.91675
0.97564 1.1436 1.1313 1.1279 0.8743
1.0062 1.1447 1.1356 1.0989 0.8369
1.0439 1.1411 1.1416 1.0586 0.80451
1.0821 1.1359 1.147 1.0118 0.77644
1.1135 1.1316 1.1491 0.96331 0.75153
1.134 1.1298 1.144 0.91675 0.72858
1.1436 1.1313 1.1279 0.8743 0.70656
1.1447 1.1356 1.0989 0.8369 0.68498
1.1411 1.1416 1.0586 0.80451 0.66396
1.1359 1.147 1.0118 0.77644 0.64441
1.1316 1.1491 0.96331 0.75153 0.62809
1.1298 1.144 0.91675 0.72858 0.61788
1.1313 1.1279 0.8743 0.70656 0.61771
1.1356 1.0989 0.8369 0.68498 0.63172
1.1416 1.0586 0.80451 0.66396 0.66224
1.147 1.0118 0.77644 0.64441 0.70783
1.1491 0.96331 0.75153 0.62809 0.7634
1.144 0.91675 0.72858 0.61788 0.82272
1.1279 0.8743 0.70656 0.61771 0.88073
1.0989 0.8369 0.68498 0.63172 0.93442
1.0586 0.80451 0.66396 0.66224 0.98238
1.0118 0.77644 0.64441 0.70783 1.0242
0.96331 0.75153 0.62809 0.7634 1.0597
0.91675 0.72858 0.61788 0.82272 1.0893
0.8743 0.70656 0.61771 0.88073 1.1131
0.8369 0.68498 0.63172 0.93442 1.1315
0.80451 0.66396 0.66224 0.98238 1.145
0.77644 0.64441 0.70783 1.0242 1.1544
0.75153 0.62809 0.7634 1.0597 1.1612
0.72858 0.61788 0.82272 1.0893 1.1673
0.70656 0.61771 0.88073 1.1131 1.1753
0.68498 0.63172 0.93442 1.1315 1.1875
0.66396 0.66224 0.98238 1.145 1.2051
0.64441 0.70783 1.0242 1.1544 1.2265
0.62809 0.7634 1.0597 1.1612 1.2469
0.61788 0.82272 1.0893 1.1673 1.2591
0.61771 0.88073 1.1131 1.1753 1.2573
0.63172 0.93442 1.1315 1.1875 1.2394
0.66224 0.98238 1.145 1.2051 1.2073
0.70783 1.0242 1.1544 1.2265 1.1648
0.7634 1.0597 1.1612 1.2469 1.1158
0.82272 1.0893 1.1673 1.2591 1.0637
0.88073 1.1131 1.1753 1.2573 1.011
0.93442 1.1315 1.1875 1.2394 0.95947
0.98238 1.145 1.2051 1.2073 0.91039
1.0242 1.1544 1.2265 1.1648 0.86424
1.0597 1.1612 1.2469 1.1158 0.82098
1.0893 1.1673 1.2591 1.0637 0.77996
1.1131 1.1753 1.2573 1.011 0.74012
1.1315 1.1875 1.2394 0.95947 0.70044
1.145 1.2051 1.2073 0.91039 0.6606
1.1544 1.2265 1.1648 0.86424 0.62127
1.1612 1.2469 1.1158 0.82098 0.5839
1.1673 1.2591 1.0637 0.77996 0.55035
1.1753 1.2573 1.011 0.74012 0.52267
1.1875 1.2394 0.95947 0.70044 0.50324
1.2051 1.2073 0.91039 0.6606 0.49495
1.2265 1.1648 0.86424 0.62127 0.50105
1.2469 1.1158 0.82098 0.5839 0.5243
1.2591 1.0637 0.77996 0.55035 0.56538
1.2573 1.011 0.74012 0.52267 0.6215
1.2394 0.95947 0.70044 0.50324 0.68692
1.2073 0.91039 0.6606 0.49495 0.75501
1.1648 0.86424 0.62127 0.50105 0.82033
