2000
2
19.03448
1.583388 2.088318
-3.553344 6.751322
6.298216 0.6162793
5.960003 -5.629443
0.2012072 4.352918
1.68859 0.855138
2.600881 -1.605332
1.953153 -7.417526
4.515956 -6.793352
7.461541 -1.861082
-7.378153 -2.989259
4.166236 -6.952365
-3.059014 7.401031
-7.633375 1.005354
-7.4502 -0.01337489
-2.958276 7.596064
2.716308 -7.809695
-7.402836 -1.468922
-7.287602 1.719374
-0.7709613 -6.085509
1.974624 -7.653678
-7.481872 1.372753
-2.707773 0.8394196
0.5747849 3.521096
1.284814 -1.635409
5.962953 -6.72702
-1.1188 6.898422
-0.1818388 6.016315
-0.4630452 6.303435
-1.706681 8.600503
-1.493953 -3.620223
2.941656 -7.096133
-3.862843 6.147018
2.489363 -7.386445
-6.183958 4.944379
-4.567283 6.232063
7.80605 0.609431
-2.238498 -2.354534
4.387508 -6.652506
-0.487938 -5.629374
1.291516 -7.035193
-6.752178 -1.475358
5.842391 -4.475897
-6.433158 0.296863
1.901393 -7.160634
4.230337 -6.947195
6.560145 1.459771
-1.845345 -1.220622
-1.763233 7.401197
-2.852054 0.9831683
1.558859 -7.397713
-1.610614 6.972259
-4.905198 4.798157
-2.160595 7.57016
-2.960006 1.554126
2.25139 3.478649
-1.142343 0.1858355
1.346657 0.1839065
0.2644828 4.447862
1.938315 -7.553206
-5.59848 5.810284
-0.03351556 -6.707143
0.4296379 3.500164
2.131848 2.588302
-4.365571 6.49686
-7.21892 -2.534027
6.937541 -2.882535
-5.721238 7.01738
2.600936 -8.305995
-7.358371 1.473111
0.3093109 -7.588312
-0.1818206 -6.267771
6.041514 -4.877301
-0.6239355 -5.929483
0.2616962 -7.457642
7.818218 -0.06554774
4.127014 -6.781293
-1.116531 7.678909
-2.943501 7.700385
-1.125226 7.04315
-5.637951 5.844554
5.083709 -6.295331
6.237322 -2.25514
-3.192474 7.360275
-1.669513 7.441918
-3.419786 7.577457
2.387744 -1.895039
2.552008 -7.823252
-4.452138 7.399032
-1.162677 -2.051089
0.9816461 4.881275
0.5332262 -6.686216
-7.453919 -1.506548
3.583454 -7.117452
-2.245142 -1.359344
-6.971683 3.312528
7.330995 -0.5925943
5.731051 -3.912263
-2.141456 -0.9493219
1.785337 4.328137
-1.749965 7.201111
6.591738 -2.864082
2.81708 -1.705015
2.949756 -0.2677704
1.842426 0.4500005
1.660135 -7.763641
1.204283 -5.187403
1.633579 -6.400029
-2.486721 0.8627252
2.766255 -6.899221
-0.9764328 -5.034963
1.114286 2.92367
