2500
2
19.487
-6.287881 2.645925
-0.2744704 6.637637
-2.251828 -0.4328811
-2.260348 7.045365
-7.163861 -0.1213093
-6.843446 4.529415
5.318016 -4.326489
-2.808737 6.840117
-8.030742 -0.715536
6.476591 -3.444977
1.659471 3.513281
-7.474994 1.29448
-1.102372 -5.159749
3.937601 -6.790104
5.335284 -6.465194
-7.160446 -0.2490494
-0.4745869 -5.539813
3.576488 -6.76286
0.4296379 3.500164
6.020886 -1.607686
-6.886885 1.626455
2.377683 -7.170316
7.344007 -1.722786
3.815308 -6.70589
1.566502 0.7879164
-2.595053 7.090698
-4.033185 7.361959
-0.3686156 -6.884759
7.364665 1.929525
-0.107335 -6.286532
-2.594574 7.276262
1.863916 5.270966
-4.223103 6.114081
7.032675 -3.638575
-6.817603 1.749057
0.6114844 4.611996
-0.8395043 7.904275
7.629331 0.6923911
0.08883214 5.519304
4.761541 -7.135863
3.920103 -7.238282
3.445021 -6.977709
-1.424284 7.790974
-7.325657 3.078509
2.850356 -6.773893
3.583454 -7.117452
0.9445879 3.294539
-7.03807 2.582085
-3.91197 -0.4070317
-5.29026 4.014887
-1.054538 7.66685
3.259682 -1.438109
1.202698 -7.61007
3.876545 -6.567499
1.466349 0.5250078
2.25139 3.478649
2.503286 -7.736768
-1.077903 -1.397054
-2.053559 7.573422
8.198544 2.107395
-3.058479 8.064753
-0.0718974 5.532715
0.9866913 -7.099762
3.465581 -7.179277
7.024973 -3.953678
3.966305 -7.23648
-5.667549 5.575315
3.473987 -7.214676
1.76852 2.308845
-1.063872 -4.535184
4.427478 -6.173169
1.62425 -0.5376748
-2.483945 7.378398
-6.846586 3.772401
6.206211 -2.454334
8.08272 -0.6409445
-0.5004848 6.319784
1.337668 -7.434586
0.7799298 3.116241
6.616384 -1.137627
6.855497 -3.0875
1.504098 4.538512
-3.227619 6.877145
-1.813949 2.607137
-1.134553 7.046208
0.6400608 -7.242326
-4.745179 6.109164
-0.04837907 -6.342352
5.627529 -6.486109
7.282444 -1.938783
-2.149074 -0.8813329
2.933239 -7.639321
5.765545 -5.933384
-5.642486 4.600468
-6.616866 3.211929
-4.911697 6.655948
-4.832904 7.166277
-3.167712 7.10895
-5.21352 3.980049
-3.027878 1.880608
-2.727384 0.8831685
7.537381 0.1199204
-1.116531 7.678909
-0.1973589 6.535316
7.679369 -0.2924097
1.542936 -7.661734
2.73628 -2.139513
-1.70964 2.570063
-2.839614 8.237797
-6.063021 4.444445
4.575721 -7.284743
-4.497252 6.82326
1.911991 2.056585
-2.342638 6.382974
-3.419786 7.577457
0.1556065 5.82227
-4.393408 7.113756
-1.139366 6.128321
4.674495 -6.065071
-8.417669 -0.8847793
-0.4828177 -5.905932
-1.600197 -5.478918
5.520109 -6.153615
1.873805 0.2611518
-0.391175 5.626346
-4.969466 5.374489
1.374078 -6.561607
3.175076 -6.224887
8.662923 -0.2161561
-0.9412213 -5.196258
7.055487 -0.3889691
-6.008797 3.2104
-1.262874 -5.476717
0.8286683 4.287877
-5.711964 6.416118
5.319747 -6.160238
-1.125226 7.04315
4.470889 -7.75077
-6.519597 -0.7648267
-5.428752 6.379406
1.104195 1.776462
7.692558 0.6123538
5.827788 -5.952354
-1.350401 -1.880793
-7.07472 0.0253165
7.839232 0.5938802
4.950519 -8.079892
-0.5478194 6.459662
-1.883486 -2.127223
0.2097521 -6.362479
-0.2542354 5.083308
-7.328834 -1.39936
-4.641765 6.400596
2.320282 0.623389
-1.544399 -4.749497
-1.483516 7.289655
-6.016109 3.996357
6.261218 -4.589423
6.685635 0.1550904
2.339288 0.8702558
5.960003 -5.629443
-3.319727 8.196404
0.1245787 -7.058037
-0.8053832 -6.0189
3.864229 -7.489541
-7.15227 -0.3667607
1.333717 -7.984835
-3.030941 7.407
-6.337055 3.081725
2.084558 -7.02968
-1.384711 6.698285
-2.637767 2.580701
7.279901 0.136494
4.853506 -4.953968
-2.926978 -0.6782724
4.662695 -6.614889
-0.6283804 6.9207
7.856824 0.442121
-1.927024 -2.913209
-0.859156 -4.343064
-7.963101 0.5302318
7.660528 0.5806594
-7.633375 1.005354
6.636412 -2.173225
1.964378 -7.077971
6.864491 -0.730655
4.064497 -7.255597
-7.928536 -2.479666
0.6461454 -6.915038
